1842.50914949, -1.548763519060003, 0.995146, 0.000254, 1.0, -0.004854000000000025, 1 
1842.51053843, -1.5473745790600333, 0.994585, 0.000254, 1.0, -0.005414999999999948, 1 
1842.51192738, -1.5459856290599419, 0.994797, 0.000254, 1.0, -0.005202999999999958, 1 
1842.51331632, -1.544596689059972, 0.995048, 0.000254, 1.0, -0.0049519999999999564, 1 
1842.51470527, -1.543207739060108, 0.994889, 0.000254, 1.0, -0.005110999999999977, 1 
1842.51609422, -1.5418187890600166, 0.994817, 0.000254, 1.0, -0.005183000000000049, 1 
1842.51748316, -1.5404298490600468, 0.994596, 0.000254, 1.0, -0.005403999999999964, 1 
1842.51887211, -1.5390408990599553, 0.994927, 0.000254, 1.0, -0.005072999999999994, 1 
1842.52026105, -1.5376519590599855, 0.994562, 0.000254, 1.0, -0.005438000000000054, 1 
1842.52303895, -1.53487405906003, 0.994634, 0.000254, 1.0, -0.005365999999999982, 1 
1842.52442789, -1.5334851190600602, 0.994757, 0.000254, 1.0, -0.005242999999999998, 1 
1842.53137262, -1.5265403890600737, 0.994323, 0.000254, 1.0, -0.005677000000000043, 1 
1842.53276157, -1.5251514390599823, 0.995, 0.000254, 1.0, -0.0050000000000000044, 1 
1842.53415051, -1.5237624990600125, 0.994605, 0.000254, 1.0, -0.005395000000000039, 1 
1842.53553946, -1.522373549059921, 0.994912, 0.000254, 1.0, -0.005087999999999981, 1 
1842.5369284, -1.5209846090599513, 0.994663, 0.000254, 1.0, -0.005337000000000036, 1 
1842.53831735, -1.5195956590600872, 0.994734, 0.000254, 1.0, -0.005265999999999993, 1 
1842.53970629, -1.5182067190601174, 0.994336, 0.000254, 1.0, -0.005664000000000002, 1 
1842.54109524, -1.516817769060026, 0.994719, 0.000254, 1.0, -0.00528099999999998, 1 
1842.54248419, -1.5154288190599345, 0.99459, 0.000254, 1.0, -0.005410000000000026, 1 
1842.54387313, -1.5140398790599647, 0.994661, 0.000254, 1.0, -0.005338999999999983, 1 
1842.54526208, -1.5126509290601007, 0.994968, 0.000254, 1.0, -0.0050320000000000364, 1 
1842.54665102, -1.5112619890601309, 0.994855, 0.000254, 1.0, -0.005144999999999955, 1 
1842.54803997, -1.5098730390600394, 0.994517, 0.000254, 1.0, -0.005483000000000016, 1 
1842.54942891, -1.5084840990600696, 0.994072, 0.000254, 1.0, -0.005928000000000044, 1 
1842.55081786, -1.5070951490599782, 0.994828, 0.000254, 1.0, -0.005171999999999954, 1 
1842.55220681, -1.5057061990601142, 0.994459, 0.000254, 1.0, -0.005541000000000018, 1 
1842.55359575, -1.504317259059917, 0.994758, 0.000254, 1.0, -0.005241999999999969, 1 
1842.5549847, -1.502928309060053, 0.99464, 0.000254, 1.0, -0.005360000000000031, 1 
1842.55637364, -1.5015393690600831, 0.994154, 0.000254, 1.0, -0.005846000000000018, 1 
1842.55915153, -1.4987614790600219, 0.994787, 0.000254, 1.0, -0.005213000000000023, 1 
1842.56054048, -1.4973725290599305, 0.994418, 0.000254, 1.0, -0.005581999999999976, 1 
1842.56192942, -1.4959835890599607, 0.994164, 0.000254, 1.0, -0.005835999999999952, 1 
1842.56331837, -1.4945946390600966, 0.994239, 0.000254, 1.0, -0.005761000000000016, 1 
1842.56470732, -1.4932056890600052, 0.994181, 0.000254, 1.0, -0.005819000000000019, 1 
1842.56609626, -1.4918167490600354, 0.994752, 0.000254, 1.0, -0.00524800000000003, 1 
