1842.50914949, -1.548843005879462, 0.995146, 0.000254, 1.0, -0.004854000000000025, 1 
1842.51053843, -1.5474540658794922, 0.994585, 0.000254, 1.0, -0.005414999999999948, 1 
1842.51192738, -1.5460651158794008, 0.994797, 0.000254, 1.0, -0.005202999999999958, 1 
1842.51331632, -1.544676175879431, 0.995048, 0.000254, 1.0, -0.0049519999999999564, 1 
1842.51470527, -1.543287225879567, 0.994889, 0.000254, 1.0, -0.005110999999999977, 1 
1842.51609422, -1.5418982758794755, 0.994817, 0.000254, 1.0, -0.005183000000000049, 1 
1842.51748316, -1.5405093358795057, 0.994596, 0.000254, 1.0, -0.005403999999999964, 1 
1842.51887211, -1.5391203858794142, 0.994927, 0.000254, 1.0, -0.005072999999999994, 1 
1842.52026105, -1.5377314458794444, 0.994562, 0.000254, 1.0, -0.005438000000000054, 1 
1842.52303895, -1.534953545879489, 0.994634, 0.000254, 1.0, -0.005365999999999982, 1 
1842.52442789, -1.5335646058795191, 0.994757, 0.000254, 1.0, -0.005242999999999998, 1 
1842.53137262, -1.5266198758795326, 0.994323, 0.000254, 1.0, -0.005677000000000043, 1 
1842.53276157, -1.5252309258794412, 0.995, 0.000254, 1.0, -0.0050000000000000044, 1 
1842.53415051, -1.5238419858794714, 0.994605, 0.000254, 1.0, -0.005395000000000039, 1 
1842.53553946, -1.52245303587938, 0.994912, 0.000254, 1.0, -0.005087999999999981, 1 
1842.5369284, -1.5210640958794102, 0.994663, 0.000254, 1.0, -0.005337000000000036, 1 
1842.53831735, -1.519675145879546, 0.994734, 0.000254, 1.0, -0.005265999999999993, 1 
1842.53970629, -1.5182862058795763, 0.994336, 0.000254, 1.0, -0.005664000000000002, 1 
1842.54109524, -1.5168972558794849, 0.994719, 0.000254, 1.0, -0.00528099999999998, 1 
1842.54248419, -1.5155083058793934, 0.99459, 0.000254, 1.0, -0.005410000000000026, 1 
1842.54387313, -1.5141193658794236, 0.994661, 0.000254, 1.0, -0.005338999999999983, 1 
1842.54526208, -1.5127304158795596, 0.994968, 0.000254, 1.0, -0.0050320000000000364, 1 
1842.54665102, -1.5113414758795898, 0.994855, 0.000254, 1.0, -0.005144999999999955, 1 
1842.54803997, -1.5099525258794984, 0.994517, 0.000254, 1.0, -0.005483000000000016, 1 
1842.54942891, -1.5085635858795285, 0.994072, 0.000254, 1.0, -0.005928000000000044, 1 
1842.55081786, -1.5071746358794371, 0.994828, 0.000254, 1.0, -0.005171999999999954, 1 
1842.55220681, -1.505785685879573, 0.994459, 0.000254, 1.0, -0.005541000000000018, 1 
1842.55359575, -1.5043967458793759, 0.994758, 0.000254, 1.0, -0.005241999999999969, 1 
1842.5549847, -1.5030077958795118, 0.99464, 0.000254, 1.0, -0.005360000000000031, 1 
1842.55637364, -1.501618855879542, 0.994154, 0.000254, 1.0, -0.005846000000000018, 1 
1842.55915153, -1.4988409658794808, 0.994787, 0.000254, 1.0, -0.005213000000000023, 1 
1842.56054048, -1.4974520158793894, 0.994418, 0.000254, 1.0, -0.005581999999999976, 1 
